,userID,date_AEST,distance,enhanced_avg_speed,avg_power,avg_wpkg,avg_heart_rate,avg_max_heart_rate_perct,enhanced_duration,weekend,day_of_week,hour,day_cat
203,U1000004,2022-03-26,95.31,27.86,229.71,3.1,153.23,0.81,03:25:16,True,7,5,MORNING
204,U1000004,2022-04-23,107.3,29.55,211.7,2.86,149.6,0.79,03:37:53,True,7,5,MORNING
205,U1000004,2022-05-14,59.0,28.22,237.64,3.21,162.01,0.86,02:05:27,True,7,5,MORNING
206,U1000004,2022-05-21,121.94,31.27,198.52,2.68,146.42,0.77,03:53:58,True,7,5,MORNING
207,U1000004,2022-06-04,107.09,27.81,217.15,2.93,160.3,0.85,03:51:03,True,7,5,MORNING
208,U1000004,2022-07-16,49.64,26.87,177.8,2.4,146.75,0.78,01:50:51,True,7,5,MORNING
209,U1000004,2022-07-23,73.47,25.56,171.63,2.32,146.82,0.78,02:52:28,True,7,5,MORNING
210,U1000004,2022-08-06,95.77,28.59,206.01,2.78,157.18,0.83,03:20:59,True,7,5,MORNING
211,U1000004,2022-08-13,114.45,32.84,203.95,2.76,159.29,0.84,03:29:07,True,7,5,MORNING
212,U1000004,2022-09-17,46.5,27.82,216.54,2.93,154.65,0.82,01:40:17,True,7,5,MORNING
213,U1000004,2022-09-24,96.5,28.98,214.23,2.9,157.32,0.83,03:19:47,True,7,5,MORNING
214,U1000004,2022-10-01,76.15,28.1,231.99,3.13,153.19,0.81,02:42:36,True,7,5,MORNING
215,U1000004,2022-10-08,48.47,25.06,175.0,2.36,131.4,0.69,01:56:03,True,7,5,MORNING
216,U1000004,2022-10-15,50.15,29.3,223.09,3.01,154.59,0.82,01:42:42,True,7,5,MORNING
217,U1000004,2022-11-12,87.58,26.57,234.06,3.16,193.58,1.02,03:17:46,True,7,5,MORNING
218,U1000008,2022-10-15,103.38,29.94,179.74,2.81,156.93,0.78,03:27:10,True,7,5,MORNING
219,U1000009,2021-09-11,82.44,24.56,239.98,2.03,150.48,0.83,03:21:24,True,7,5,MORNING
220,U1000009,2021-09-18,100.35,25.01,246.18,2.09,148.91,0.82,04:00:45,True,7,5,MORNING
221,U1000009,2021-10-02,64.57,25.1,258.8,2.19,145.05,0.8,02:34:21,True,7,5,MORNING
222,U1000009,2021-10-09,86.22,25.24,256.59,2.17,143.41,0.79,03:24:57,True,7,5,MORNING
223,U1000009,2021-12-18,75.45,26.29,240.53,2.04,152.33,0.84,02:52:12,True,7,5,MORNING
224,U1000009,2022-07-23,90.11,22.88,247.55,2.1,155.17,0.85,03:56:18,True,7,5,MORNING
225,U1000009,2022-08-27,63.8,24.77,252.98,2.14,145.42,0.8,02:34:33,True,7,5,MORNING
226,U1000009,2022-10-01,104.1,25.02,238.39,2.02,146.36,0.81,04:09:38,True,7,5,MORNING
227,U1000009,2022-11-12,64.37,26.43,271.53,2.3,148.97,0.82,02:26:07,True,7,5,MORNING
228,U1000009,2022-11-19,104.67,28.76,256.48,2.17,153.61,0.85,03:38:22,True,7,5,MORNING
